objectid,parentid,title,former_name,architect,architect_url,restoration_architect,building_type,architecture_firm,architecture_firm_url,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,address,location,latitude,longitude,alteration_architect,note,sources,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
in063,,Walter M. Lowney Co. of Canada,,,,,light manufacturing,,,,1905,,1905,1950,,,"View, looking north-west, from rue Shannon (1999)",1015 rue William,rue William,45.495617,-73.561031,Luke and Little,,"Gyulai, Linda. “Historic buildings at risk: Here’s a list of some of the principal endangered buildings.” . <em>Montreal Gazette,</em> 23 Oct. 1999: B4",IN063,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/lowney.jpg,https://digital.library.mcgill.ca/industrial/images/lowney.jpg,https://digital.library.mcgill.ca/industrial/images/lowney.jpg,
in064,,Massey Manufacturing Co.,,,,,factory,,,,1891,,c. 1891,1941,,,"View, looking north from rue Duke (1999)",345-385 rue Duke,rue Duke,45.49789291,-73.55919187,C.D. Goodman,,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 144-145<br>Visuals: exterior photo.",IN064,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/massey.jpg,https://digital.library.mcgill.ca/industrial/images/massey.jpg,https://digital.library.mcgill.ca/industrial/images/massey.jpg,
in065,,Andrew Frederick Gault Co.,,,,,factory,,,,1900,,c.1900,,,,View looking east (1999),351 rue Duke,rue Duke,45.4975026,-73.5587529,,The building has been converted for offices and lofts.,"Sauvons Montreal/Save Montreal. <em>Recollets: Les quartiers du Centre-Ville du Montreal/ Montreal’s Downtown Neighbourhoods.</em> Montréal: Sauvons Montréal/Save Montréal, 1977. : 29",IN065,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/afgault.jpg,https://digital.library.mcgill.ca/industrial/images/afgault.jpg,https://digital.library.mcgill.ca/industrial/images/afgault.jpg,
in066,,Warehouse of William Dow/ Hill Warehouse,,,,,storage facility; warehouse,,,3 ft. thick grey stone walls; wood floors and beams,1864,,c.1864,"1891, 1986",,,,696 rue William,rue William,45.498522,-73.557157,Avi Fridman (1986),Two storeys were added in 1891. The first floor was partially converted into office space in 1986. The warehouse acted as a storehouse for liquor destined for the U.S. during prohibition.,"Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 114-115<br>Visuals: exterior photos.<br><br>Sauvons Montreal/Save Montreal. <em>Recollets: Les quartiers du Centre-Ville du Montreal/ Montreal’s Downtown Neighbourhoods.</em> Montréal: Sauvons Montréal/Save Montréal, 1977. : 29<br>Visuals: exterior photo.",IN066,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,multiple,https://digital.library.mcgill.ca/industrial/images/hill.jpg,https://digital.library.mcgill.ca/industrial/images/hill.jpg,https://digital.library.mcgill.ca/industrial/images/hill.jpg,
in066_01,in066,"View, looking east, down rue William (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/hill.jpg,https://digital.library.mcgill.ca/industrial/images/hill.jpg,https://digital.library.mcgill.ca/industrial/images/hill.jpg,
in066_02,in066,View of south-west elevation; photo taken from rue Queen (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/hill02.jpg,https://digital.library.mcgill.ca/industrial/images/hill02.jpg,https://digital.library.mcgill.ca/industrial/images/hill02.jpg,
in066_03,in066,Detail of south-west elevation (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,image,https://digital.library.mcgill.ca/industrial/images/hill03.jpg,https://digital.library.mcgill.ca/industrial/images/hill03.jpg,https://digital.library.mcgill.ca/industrial/images/hill03.jpg,
in067,,Royal Electric Co.,,,,,utilities building,,,,1902,,1902,,,,Looking west from the intersection of Wellington and Queen (1999),733 rue Wellington,rue Wellington,45.4975578,-73.5555593,,Building remains in use by Hydo-Québec.,"<em>Special number of the Dominion Illustrated devoted to Montreal, the Commercial Metropolis of Canada.</em> Montréal: Sabiston Lithographic and Pub. Co., 1891. : 146<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br>Visuals: exterior photo.<br>Note: Describes building and operations. In 1891 it was “the largest factory for the manufacture of electrical supplies in Canada.”<br><br>Hydro-Quebec. <em>Architecture at Hydro-Quebec/L’architecture à Hydro Quebec.</em> Montréal: Hydro-Quebec, 1990. : 23<br>Visuals: detail photo.<br><br>Malo, Pierre. “Le faubourg des Récollets: Projets de mise en valeur.” Montréal: McGill University, 1991. : 66<br>Visuals: exterior photo.<br>Note: Unpublished student paper.",IN067,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/royal.jpg,https://digital.library.mcgill.ca/industrial/images/royal.jpg,https://digital.library.mcgill.ca/industrial/images/royal.jpg,
in068,,Darling Bros. Ltd.,,,,,metalworking plant,,,reinforced concrete; brick walls,1889,,1889,,,,,140 rue Prince,rue Prince,45.4972996,-73.5566953,,"Formerly occuoied by brassfounders and finishers, engineers, manufacturers, founders.","<em>Montreal, The Metropolis of Canada, Illustrated.</em> Montréal: Consolidated Illustrating Co., 1894. : 203<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br><br>Carey, Luc; Guy Mongrain and Sylvain Provost. <em>Un Quartier en Mutation: Le Sud du Faubourg des Récollets, 1930-1996.</em> Montréal: Société de développement de Montréal, 1996. : planche 5<br>Visuals: exterior photo.<br><br>Donnelly, Pat. “Beckett needs more than location, location, location.” . <em>Montreal Gazette,</em> 3 Nov. 1999,: F7<br><br>Lehmann, Henry. “Recollets is site for art among the ruins.” . <em>Montreal Gazette,</em> 21 Jun. 1997: J6<br><br>Malo, Pierre. “Le faubourg des Récollets: Projets de mise en valeur.” Montréal: McGill University, 1991. : 23<br>Visuals: interior photo.<br>Note: Unpublished student paper.<br><br>Radz, Matt. “Chaser for a dead century: Iconoclastic director gives Beckett’s Endgame a Montreal-style staging.” . <em>Montreal Gazette,</em> 30 Oct. 1999: C3<br><br>Sauvons Montreal/Save Montreal. <em>Recollets: Les quartiers du Centre-Ville du Montreal/ Montreal’s Downtown Neighbourhoods.</em> Montréal: Sauvons Montréal/Save Montréal, 1977. : 32<br>Visuals: exterior photo.",IN068,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,
in068_01,in068,View looking south-east (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,https://digital.library.mcgill.ca/industrial/images/darling1.jpg,
in068_03,in068,Advertisement from 1920; from Construction 9:8 (Aug. 1916) 20.,,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/darlingad.jpg,https://digital.library.mcgill.ca/industrial/images/darlingad.jpg,https://digital.library.mcgill.ca/industrial/images/darlingad.jpg,
in069,,St. Lawrence Engine Works,,,,,metalworking plant,,,,,,,,,,,850 rue Mill,rue Mill,45.49395259,-73.55084435,,,,IN069,Image;StillImage,image/jpeg,eng,,,record,,,,
in070,,Grain Elevator No. 1,,,,,grain elevator,,,steel; timber; concrete,1903,1901,1903,,,1983,,"Port de Montreal, facing rue McGill","Port de Montreal, facing rue McGill",45.49864123,-73.55249972,,,"Archemi. <em>Inventaire et évaluation des ressources culturelles Canal de Lachine.</em> Montréal: Parcs Canada, 1995. .<br>Location: Centre de documentation. Parcs Canada- secteur de Lachine.<br>Visuals: exterior photo.<br><br>Chambers, Ernest J. <em>The Book of Montreal: a Souvenir of Canada’s Commercial Metropolis.</em> Montréal: Book of Montréal, 1903. : 87-88<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br><br>Charney, Melvin. “The Grain Elevators Revisited.” . <em>Architectural Design</em> 37:7, 1967: 328-331<br>Visuals: exterior photos.<br><br>Hausmann, Dani. “Grain Elevators.” Montréal: McGill University. School of Architecture, 1970. .<br>Visuals: exterior photo.<br>Note: Unpublished student paper.<br><br>Montreal Harbour Commissioners. <em>Facts of Interest in Relation to the Montreal Harbour.</em> Montréal: Montréal Harbour Commissioners, 1932. : 19<br>Visuals: exterior photo.",IN070,Image;StillImage,image/jpeg,eng,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,multiple,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,
in070_01,in070,"Detail, Elevator #1 (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,https://digital.library.mcgill.ca/industrial/images/ge1.jpg,
in070_02,in070,"Photograph of grain elevator no. 1 (ca. 1930); from Facts of Interest in Relation to the Montreal Harbour (Montreal, Montreal Harbour Commissioners, 1932) 19.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge1a.jpg,https://digital.library.mcgill.ca/industrial/images/ge1a.jpg,https://digital.library.mcgill.ca/industrial/images/ge1a.jpg,
in071,,Grain Elevator No. 3,,,,,grain elevator,John Metcalf Co. Ltd. (Engineers),f021.html,steel; timber; concrete,1924,1923,1924,,,,,3800 rue Notre-Dame est,rue Notre-Dame est,45.54473925,-73.53460287,,,"Hausmann, Dani. “Grain Elevators.” Montréal: McGill University. School of Architecture, 1970. .<br>Location: McGill University Library.<br>Visuals: exterior photos.<br>Note: Unpublished student paper.",IN071,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,
in071_01,in071,"View, looking east, of storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,https://digital.library.mcgill.ca/industrial/images/ge3a.jpg,
in071_02,in071,"Detail of shipping galleries (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge3b.jpg,https://digital.library.mcgill.ca/industrial/images/ge3b.jpg,https://digital.library.mcgill.ca/industrial/images/ge3b.jpg,
in071_03,in071,"View, looking south-east, of elevator no. 3 storage annex; conveyor is visible in the lower left (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/ge3c.jpg,https://digital.library.mcgill.ca/industrial/images/ge3c.jpg,https://digital.library.mcgill.ca/industrial/images/ge3c.jpg,
in071_04,in071,"View, looking east, of east wing of grain elevator no. 3 (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/ge3d.jpg,https://digital.library.mcgill.ca/industrial/images/ge3d.jpg,https://digital.library.mcgill.ca/industrial/images/ge3d.jpg,
in071_05,in071,Looking east at east and west wings (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/ge3e.jpg,https://digital.library.mcgill.ca/industrial/images/ge3e.jpg,https://digital.library.mcgill.ca/industrial/images/ge3e.jpg,
in072,,Grain Elevator No. 5,,,,,grain elevator,John Metcalf Co. Ltd. (Engineers),f021.html,steel,1958,1906,1958,1913; 1924; 1958,,,,"Port de Montreal, face au bassin Windmill Pt.","Port de Montreal, face au bassin Windmill Pt.",45.49594951,-73.55070905,C.D. Howe Co. Ltd. (1958),,"“Year in Architecture: answers to last week’s quiz.” . <em>Montreal Gazette,</em> 4 Jan. 1997: H4<br><br><em>Le silo nombre 5 du port de Montréal et son secteur: le passé, l’avenir.</em> Montréal: l’association québécoise pour le patrimoine industriel; Héritage Montréal, 1998. .<br>Visuals: exterior photos, details, aerial views.<br><br>Archemi. <em>Inventaire et évaluation des ressources culturelles Canal de Lachine.</em> Montréal: Parcs Canada, 1995. .<br>Location: Centre de documentation. Parcs Canada- secteur de Lachine.<br>Visuals: exterior photo.<br><br>Boshra, Basem. “Old grain elevator music to their ears.” . <em>Montreal Gazette,</em> 24 Jul. 1999.<br>Visuals: exterior photo.<br><br>Castro, Ricardo L. “Grain Elevator No.5 deserves place in urban landscape: Significance of industrial landmarks little understood.” . <em>Montreal Gazette,</em> 28 Oct. 1995: H2<br>Visuals: exterior photo.<br><br>Charney, Melvin. “The Grain Elevators Revisited.” . <em>Architectural Design</em> 37:7, 1967: 328-331<br>Visuals: exterior photos.<br><br>Communauté Urbaine de Montréal. <em>Architecture Industrielle Montreal.</em> Montréal: Le Service, 1982. : 120-121<br>Visuals: exterior photo.<br><br>Hausmann, Dani. “Grain Elevators.” Montréal: McGill University. School of Architecture, 1970. .<br>Location: McGill University Library.<br>Visuals: exterior photos, interior photos.<br>Note: Unpublished student paper.<br><br>Montreal Harbour Commissioners. <em>Facts of Interest in Relation to the Montreal Harbour.</em> Montréal: Montréal Harbour Commissioners, 1932. : 46-47<br><br>Sicotte, Anne-Marie and Rene Theriault. <em>The Lachine Canal Historical Guide.</em> Montréal: Association Les Mil Lieues, 1987. : 13<br>Visuals: exterior photo.",IN072,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,
in072_01,in072,View looking north-east (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,https://digital.library.mcgill.ca/industrial/images/ge5.jpg,
in072_02,in072,"Detail of storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge5a.jpg,https://digital.library.mcgill.ca/industrial/images/ge5a.jpg,https://digital.library.mcgill.ca/industrial/images/ge5a.jpg,
in072_03,in072,"Working house and gallery to storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge5b.jpg,https://digital.library.mcgill.ca/industrial/images/ge5b.jpg,https://digital.library.mcgill.ca/industrial/images/ge5b.jpg,
in072_04,in072,"View, looking north-west, of elevator and travelling marine towers (r); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/ge5c.jpg,https://digital.library.mcgill.ca/industrial/images/ge5c.jpg,https://digital.library.mcgill.ca/industrial/images/ge5c.jpg,
in073,,Canadian Rubber Co. of Montreal,,,,,factory,,,brick,1854,1854,,,,,,1840 rue Notre-Dame est,rue Notre-Dame est,45.52056041,-73.54677741,,Canadian Rubber Company of Montreal was the first company in North America to manufacture rubber. Plant damaged by fire in 1916. Occupied by Uniroyal Tire factory until 1982. The oldest section was demolished in 1995.,"<em>Industries of Canada. City of Montreal Historical and Descriptive Review.</em> Montréal: Historical Publishing Co., 1886. : 106<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br><br><em>Montreal, The Metropolis of Canada, Illustrated.</em> Montréal: Consolidated Illustrating Co., 1894. : 314<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br><br>Burgess, Joanne. <em>Paysages industriels en mutation.</em> Montréal: Université du Quebec à Montréal; Écomusée du fier monde, 1997. : 34-35<br>Visuals: exterior photo, interior photos from 1889<br><br>Chambers, Ernest J. <em>The Book of Montreal: a Souvenir of Canada’s Commercial Metropolis.</em> Montréal: Book of Montréal, 1903. : 181<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br>Visuals: exterior rendering.<br><br>DeVolpi, Charles P. <em>Montreal Recueil Iconographique/ A Pictorial Record.</em> Montréal: Dev-Sco Publications, 1963. : 221<br>Visuals: exterior rendering.<br>Note: Image only.<br><br>Rose, David. “Fast-disappearing industrial architecture portrayed; Group compiling inventory of district.” . <em>Montreal Gazette,</em> 2 Dec. 1995: K5<br>Visuals: exterior rendering.<br><br>Siberok, Martin. “Building that rocks: Former factory rents more than 100 practice rooms to local bands.” . <em>Montreal Gazette,</em> 25 Apr. 1997: F1",IN073,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,
in073_01,in073,"View of the renovated façade, looking south-east (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg,
in073_02,in073,"View, looking east, along avenue Papineau (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg,
in073_03,in073,"Illustration, looking east (ca. 1903), of factory complex; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada's Commercial Metropolis (Montreal: Book of Montreal, 1903), 181.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg,
in073_04,in073,"Illustration of offices and warehouse (ca. 1903) on north side of Notre-Dame, looking west; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada's Commercial Metropolis (Montreal: Book of Montreal, 1903), 181.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg,
in073_05,in073,"Illustration from 1906 of factory complex with offices and warehouse visible in behind; from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 152.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg,
in073_06,in073,"Advertisement from 1907; from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 153.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg,
in073_07,in073,"Detail of company logo (1907); from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 153.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg,https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg,
in074,,Ste-Anne Spinning Wool,,,,,textile mill,,,,1882,1882,,"1905, 1912, 1949",,?,,2554-2618 rue Notre-Dame est,rue Notre-Dame est,45.53035084,-73.54363437,D.J. Spence (1905); T. Pringle & Son (1912),"In 1905, Ste-Anne Spinning Wool became Dominion Textile Co.",,IN074,Image;StillImage,image/jpeg,eng,,,record,,,,
in075,,St. Lawrence Sugar Refining Co. Ltd.,,,,,refinery,,,,1887,,1887,,,,,3967/4026 rue Notre-Dame est,rue Notre-Dame est,45.54758048,-73.53319355,,,"Chambers, Ernest J. <em>The Book of Montreal: a Souvenir of Canada’s Commercial Metropolis.</em> Montréal: Book of Montréal, 1903. : 125<br>Location: Dept. of Rare Books and Special Collections. McGill University Library.<br>Visuals: exterior rendering.<br><br>l’atelier d’histoire Hochelaga-Maisonneuve Inc. <em>Evolution de l’architecture industrielle. Un quartier-type: Hochelaga-Maisonneuve.</em> Montréal: l’atelier d’histoire Hochelaga-Maisonneuve Inc., 1982. : 11, 15, 17<br>Visuals: exterior photos.<br><br>Linteau, Paul-André. <em>Maisonneuve: Comment des promoteurs fabriquent une ville.</em> Montréal: Boréal Express, 1981. : 81, 83<br>Visuals: exterior photo.",IN075,Image;StillImage,image/jpeg,eng,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,compound_object,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,
in075_01,in075,"View, looking south-east (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg,
in075_02,in075,View of offices and refinery (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg,
in075_03,in075,Looking south-east from the intersection of boul. Pie IX and rue Notre-Dame (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg,
in075_04,in075,"View, looking north-east, showing old and newer portions of the complex (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg,
in075_05,in075,"Illustration of ffrom 1932; Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 214.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg,
in075_06,in075,"Illustration of refinery from 1903; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada's Commercial Metropolis (Montreal: Book of Montreal, 1903), 125.",,,,,,,,,,,,,,,,,,,,,,,,,,,The copyright and related rights status of this Item has not been evaluated.,https://rightsstatements.org/page/CNE/1.0/?language=en,image,https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg,https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg,
in076,,Kruger,"Canadian Car and Foundry, Canada Car Co. Ltd.",,,,industrial complex,,,,1905,,1905,,,,,5845 place Turcot,place Turcot,45.4621773,-73.6079524,,Recent renovations include aluminum siding over exterior portions of building. The Kruger buildings form part of the complex originally owned by Canadian Car and Foundry. The Kruger company archives have several drawings and blueprints of the original complex.,,IN076,Image;StillImage,image/jpeg,eng,,,compound_object,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,
in076_01,in076,"View, looking north (1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,Licensed under a Creative Commons Attribution 4.0 International license.,https://creativecommons.org/licenses/by/4.0/,image,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,https://digital.library.mcgill.ca/industrial/images/kruger01.jpg,
